SalePrice,GrLivArea,BedroomAbvGr,Bathrooms,PropertyAge,GarageCars,TotalBsmtSF,OverallQual,LotArea,TotRmsAbvGrd,2ndFlrSF,GarageArea,BsmtFinSF1,BsmtUnfSF,1stFlrSF,GarageYrBlt,WoodDeckSF,OpenPorchSF,MasVnrArea,OverallCond,LotShape,ScreenPorch,MSSubClass,LotFrontage,CrimeRate,MedianIncome,InterestRate,UnemploymentRate,YrSold,MoSold,QrtSold,BldgType,RenovationFlag
200000.0,2090,3,3.5,36,2.0,1107.0,7,10382,7,983,484.0,859.0,216.0,1107,1973.0,235,204,240.0,6,IR1,0,60,68.0,26.11993393300743,50720.0,4.87,4.6,2009,11,Q4,1Fam,0
154000.0,1154,3,1.5,43,2.0,1154.0,5,11000,6,0,480.0,740.0,184.0,1154,1966.0,0,58,200.0,6,IR1,0,20,68.0,26.11993393300743,50720.0,4.87,4.6,2009,11,Q4,1Fam,0
172500.0,1683,3,2.5,31,2.0,918.0,6,11184,7,765,440.0,226.0,192.0,918,1978.0,243,0,92.0,5,Reg,0,60,70.0,26.11993393300743,50720.0,5.2,5.6,2009,7,Q3,1Fam,0
190054.639237419,1830,2,2.0,39,2.0,1865.0,7,20355,6,0,521.0,810.0,229.0,1830,1967.0,0,115,123.0,6,Reg,0,20,68.0,30.85894600589856,48130.0,6.67,3.1,2006,6,Q2,1Fam,0
124900.0,1869,2,1.0,119,2.0,1088.0,5,8820,7,561,456.0,1088.0,0.0,1188,1963.0,48,0,0.0,6,Reg,0,50,98.0,26.11993393300743,50720.0,5.055,4.7,2009,9,Q3,1Fam,1
200000.0,1861,3,3.5,4,2.0,916.0,7,13450,8,941,492.0,700.0,216.0,920,2002.0,146,91,0.0,5,IR1,0,60,95.0,30.85894600589856,48130.0,6.67,3.1,2006,6,Q2,1Fam,0
89500.0,1406,3,1.0,88,0.0,319.0,6,7920,6,371,0.0,0.0,319.0,1035,1979.0,0,144,0.0,7,IR1,0,50,68.0,27.363846269205577,50140.0,5.95,3.0,2008,3,Q1,1Fam,1
55993.0,1044,2,1.0,58,2.0,540.0,5,8712,4,0,504.0,0.0,540.0,1044,1952.0,0,0,0.0,5,Reg,0,20,66.0,25.221608273812684,49020.0,4.734999999999999,5.0,2010,6,Q2,1Fam,0
93000.0,1387,3,2.0,55,1.0,811.0,5,6000,7,576,256.0,0.0,811.0,811,1954.0,0,0,0.0,4,Reg,0,190,50.0,26.11993393300743,50720.0,4.87,4.6,2009,11,Q4,2fmCon,0
76000.0,784,2,1.0,81,2.0,784.0,6,9000,5,0,360.0,0.0,784.0,784,1950.0,0,0,0.0,3,Reg,0,45,60.0,26.11993393300743,50720.0,4.94,4.4,2009,10,Q4,1Fam,1
178173.79762147,1662,3,3.0,3,3.0,1652.0,7,10625,8,0,711.0,1430.0,222.0,1662,2006.0,168,120,0.0,5,Reg,0,20,85.0,26.11993393300743,50720.0,5.005000000000001,5.2,2009,3,Q1,1Fam,1
171339.303381589,1409,3,2.5,69,2.0,861.0,6,6240,6,548,528.0,52.0,809.0,861,1968.0,225,0,0.0,5,Reg,0,50,68.0,29.102296283256685,48910.0,6.16,2.9,2007,3,Q1,1Fam,1
164865.215329881,1211,2,1.0,44,2.0,864.0,5,9240,6,0,576.0,612.0,252.0,1211,1972.0,161,0,0.0,6,IR1,0,20,68.0,30.85894600589856,48130.0,6.34,2.7,2006,3,Q1,1Fam,1
143000.0,1482,3,1.5,89,2.0,650.0,7,9000,7,650,324.0,624.0,26.0,832,1930.0,0,0,0.0,9,Reg,0,70,50.0,26.11993393300743,50720.0,5.2,5.6,2009,7,Q3,1Fam,1
181869.381196234,1861,3,3.0,1,3.0,1341.0,8,9801,7,520,851.0,0.0,1341.0,1341,2007.0,144,60,156.0,5,Reg,0,60,73.0,27.363846269205577,50140.0,6.37,3.6,2008,7,Q3,1Fam,0
172500.0,1920,4,3.0,48,2.0,1052.0,5,13650,8,668,451.0,57.0,554.0,1252,1958.0,0,0,0.0,5,Reg,0,50,68.0,30.85894600589856,48130.0,6.765000000000001,2.8,2006,7,Q3,1Fam,0
275000.0,1644,2,3.5,20,2.0,1518.0,7,12800,5,0,569.0,1518.0,0.0,1644,1989.0,80,0,145.0,5,Reg,396,80,68.0,26.11993393300743,50720.0,5.18,5.6,2009,8,Q3,1Fam,0
91300.0,886,2,1.0,71,1.0,190.0,5,5784,4,0,273.0,0.0,190.0,886,1938.0,144,20,0.0,8,Reg,0,30,50.0,26.11993393300743,50720.0,4.94,5.1,2009,12,Q4,1Fam,1
200000.0,2082,3,2.5,5,2.0,1362.0,7,11426,6,720,484.0,0.0,1362.0,1362,2003.0,280,238,0.0,5,Reg,0,50,63.0,27.363846269205577,50140.0,6.37,3.7,2008,6,Q2,1Fam,0
144000.0,1524,3,1.5,49,1.0,874.0,5,11344,7,650,315.0,460.0,414.0,874,1958.0,0,0,180.0,5,Reg,0,50,78.0,29.102296283256685,48910.0,6.710000000000001,3.0,2007,7,Q3,1Fam,0
230000.0,1517,3,1.0,77,2.0,792.0,8,11435,7,725,400.0,0.0,792.0,792,1931.0,0,0,0.0,7,IR1,0,70,68.0,30.85894600589856,48130.0,6.67,3.1,2006,6,Q2,1Fam,1
127000.0,1252,3,1.0,98,2.0,504.0,5,7438,5,316,576.0,0.0,504.0,936,1986.0,104,0,0.0,8,IR1,0,50,92.0,30.85894600589856,48130.0,6.67,3.1,2006,6,Q2,1Fam,1
180953.241201168,1582,3,3.0,1,3.0,1582.0,8,12704,7,0,905.0,1012.0,570.0,1582,2007.0,209,95,302.0,5,Reg,0,20,98.0,27.363846269205577,50140.0,5.69,3.3,2008,1,Q1,1Fam,0
189196.845337149,2098,4,2.5,13,2.0,1040.0,7,9375,9,1054,621.0,0.0,1040.0,1044,1997.0,331,38,0.0,5,Reg,0,60,75.0,25.221608273812684,49020.0,5.07,4.3,2010,4,Q2,1Fam,0
152125.028585543,1565,2,3.0,1,2.0,1511.0,8,3784,5,0,476.0,60.0,1451.0,1565,2006.0,0,120,36.0,5,IR1,0,120,32.0,29.102296283256685,48910.0,6.29,3.0,2007,2,Q1,TwnhsE,1
185150.926027596,1560,3,2.5,44,2.0,1776.0,5,11679,6,0,528.0,612.0,0.0,1560,1962.0,453,253,96.0,5,IR1,0,80,78.0,30.85894600589856,48130.0,6.595,2.4,2006,5,Q2,1Fam,0
157443.925537187,759,1,1.0,96,2.0,451.0,5,10320,5,0,576.0,0.0,451.0,759,1997.0,40,0,0.0,8,Reg,0,30,60.0,27.363846269205577,50140.0,6.494999999999999,3.6,2008,8,Q3,1Fam,1
181000.0,1309,3,2.5,32,2.0,1040.0,6,10140,5,0,484.0,663.0,0.0,1309,1974.0,265,0,99.0,6,Reg,0,20,78.0,30.85894600589856,48130.0,6.135,3.1,2006,1,Q1,1Fam,1
198168.490116289,2322,4,2.5,9,2.0,1037.0,7,12460,8,1285,400.0,870.0,167.0,1037,1999.0,144,44,0.0,5,IR1,0,60,41.0,27.363846269205577,50140.0,6.05,3.0,2008,5,Q2,1Fam,1
123000.0,872,3,1.0,36,4.0,858.0,4,8294,5,0,480.0,0.0,858.0,872,1974.0,0,0,0.0,5,Reg,0,20,70.0,29.102296283256685,48910.0,6.68,3.4,2007,6,Q2,1Fam,0
153346.220086301,1494,1,2.5,13,2.0,1494.0,8,9466,5,0,478.0,457.0,0.0,1494,1994.0,0,30,0.0,5,IR2,217,120,50.0,29.102296283256685,48910.0,6.21,2.8,2007,5,Q2,TwnhsE,1
140000.0,1283,3,2.0,46,2.0,931.0,5,7763,6,0,506.0,504.0,319.0,1283,1980.0,0,0,0.0,7,Reg,0,20,70.0,27.363846269205577,50140.0,6.1,2.9,2008,10,Q4,1Fam,1
205000.0,1548,3,2.5,84,2.0,952.0,7,7264,5,596,672.0,0.0,952.0,952,1978.0,74,0,0.0,7,Reg,144,50,55.0,26.11993393300743,50720.0,4.94,4.4,2009,10,Q4,1Fam,1
86000.0,630,1,2.0,39,1.0,630.0,4,1526,3,0,286.0,515.0,115.0,630,1970.0,0,0,0.0,8,Reg,0,180,21.0,26.11993393300743,50720.0,4.85,5.0,2009,5,Q2,Twnhs,1
190311.050228337,1394,3,2.5,4,2.0,384.0,7,11950,7,640,400.0,0.0,384.0,754,2003.0,100,0,0.0,5,IR1,0,80,68.0,29.102296283256685,48910.0,6.385,2.6,2007,10,Q4,1Fam,0
176156.558313965,1568,3,1.5,42,2.0,1568.0,5,9600,7,0,440.0,0.0,1568.0,1568,1967.0,160,40,0.0,5,Reg,0,20,80.0,26.11993393300743,50720.0,5.005000000000001,5.2,2009,3,Q1,1Fam,0
141000.0,848,1,2.0,4,2.0,848.0,6,4426,3,0,420.0,697.0,151.0,848,2004.0,149,0,147.0,5,Reg,0,120,68.0,27.363846269205577,50140.0,6.05,3.0,2008,5,Q2,TwnhsE,0
165407.889104689,832,2,1.0,87,2.0,678.0,2,9656,5,0,780.0,0.0,678.0,832,1928.0,0,0,0.0,2,Reg,0,30,68.0,25.221608273812684,49020.0,4.734999999999999,5.0,2010,6,Q2,1Fam,1
198375.31512987,1857,4,2.5,28,2.0,945.0,7,10530,8,912,482.0,0.0,945.0,945,1978.0,400,105,68.0,5,Reg,0,60,81.0,30.85894600589856,48130.0,6.765000000000001,2.8,2006,7,Q3,1Fam,0
177150.989247307,1655,3,2.5,17,2.0,763.0,6,10000,7,892,440.0,0.0,763.0,763,1993.0,157,84,0.0,5,IR1,0,60,75.0,25.221608273812684,49020.0,5.07,4.3,2010,4,Q2,1Fam,1
174444.479149339,950,2,1.0,55,2.0,984.0,5,12774,5,0,400.0,624.0,232.0,950,1953.0,0,32,0.0,5,Reg,0,20,68.0,27.363846269205577,50140.0,6.37,3.6,2008,7,Q3,1Fam,0
212000.0,1768,3,2.5,2,2.0,866.0,8,10769,7,902,578.0,20.0,846.0,866,2007.0,144,105,0.0,5,IR1,0,60,68.0,26.11993393300743,50720.0,4.8,4.9,2009,4,Q2,1Fam,0
179555.219570787,912,3,2.0,41,1.0,912.0,5,8169,6,0,315.0,216.0,261.0,912,1966.0,204,0,0.0,7,Reg,0,20,68.0,29.102296283256685,48910.0,6.710000000000001,3.0,2007,7,Q3,1Fam,0
194698.882220432,2640,3,4.5,0,3.0,2036.0,9,13162,11,604,792.0,1836.0,200.0,2036,2006.0,0,265,0.0,5,Reg,0,60,100.0,30.85894600589856,48130.0,6.24,2.4,2006,11,Q4,1Fam,0
159500.0,1194,3,1.5,47,2.0,655.0,6,8910,6,0,539.0,655.0,0.0,1194,1954.0,0,0,0.0,6,Reg,0,20,79.0,30.85894600589856,48130.0,6.765000000000001,2.8,2006,7,Q3,1Fam,0
320000.0,3222,5,4.0,20,3.0,1673.0,7,12376,11,1523,594.0,1470.0,203.0,1699,1990.0,367,0,0.0,5,Reg,0,60,90.0,25.221608273812684,49020.0,4.885,4.3,2010,5,Q2,1Fam,0
208500.0,1710,3,3.5,5,2.0,856.0,7,8450,8,854,548.0,706.0,150.0,856,2003.0,0,61,196.0,5,Reg,0,60,65.0,27.363846269205577,50140.0,5.88,3.1,2008,2,Q1,1Fam,0
170000.0,1173,3,3.0,36,2.0,1053.0,7,10625,6,0,528.0,885.0,0.0,1173,1974.0,0,120,81.0,6,Reg,0,85,85.0,25.221608273812684,49020.0,5.025,5.5,2010,1,Q1,1Fam,0
185000.0,1262,2,2.0,0,2.0,1262.0,6,7200,5,0,572.0,905.0,357.0,1262,2006.0,0,120,68.0,5,Reg,0,20,60.0,30.85894600589856,48130.0,6.595,2.4,2006,5,Q2,1Fam,0
166285.243628001,768,2,1.0,52,1.0,768.0,4,8172,4,0,355.0,544.0,224.0,768,1959.0,0,0,0.0,5,Reg,0,20,60.0,29.102296283256685,48910.0,6.710000000000001,3.0,2007,7,Q3,1Fam,0
