SalePrice,GrLivArea,BedroomAbvGr,Bathrooms,PropertyAge,GarageCars,TotalBsmtSF,OverallQual,LotArea,TotRmsAbvGrd,2ndFlrSF,GarageArea,BsmtFinSF1,BsmtUnfSF,1stFlrSF,GarageYrBlt,WoodDeckSF,OpenPorchSF,MasVnrArea,OverallCond,LotShape,ScreenPorch,MSSubClass,LotFrontage,CrimeRate,MedianIncome,InterestRate,UnemploymentRate,YrSold,MoSold,QrtSold,BldgType,RenovationFlag
180096.931198144,936,3,2.0,45,1.0,896.0,5,6760,6,0,288.0,734.0,162.0,936,1962.0,24,90,0.0,5,Reg,0,85,66.0,29.102296283256685,48910.0,6.385,2.6,2007,10,Q4,1Fam,0
192686.931747717,1952,4,1.5,57,1.0,976.0,7,9780,8,976,299.0,354.0,224.0,976,1950.0,285,0,0.0,9,Reg,216,60,60.0,29.102296283256685,48910.0,6.17,2.8,2007,4,Q2,1Fam,1
158151.985049452,894,2,2.0,30,1.0,894.0,5,6285,5,0,308.0,138.0,405.0,894,1979.0,192,0,0.0,5,Reg,0,20,64.0,29.102296283256685,48910.0,6.16,2.9,2007,3,Q1,1Fam,0
187500.0,2087,5,2.5,41,2.0,832.0,6,12205,9,1111,444.0,568.0,264.0,976,1966.0,133,168,157.0,8,IR1,0,60,68.0,29.102296283256685,48910.0,6.710000000000001,3.0,2007,7,Q3,1Fam,1
172023.677781517,1874,3,2.5,9,2.0,1058.0,8,7500,7,816,588.0,0.0,1058.0,1058,2000.0,0,134,0.0,5,Reg,0,60,68.0,26.11993393300743,50720.0,5.005000000000001,5.2,2009,3,Q1,1Fam,1
311872.0,1726,3,3.0,0,3.0,1726.0,7,9416,8,0,786.0,1126.0,600.0,1726,2007.0,171,138,205.0,5,Reg,266,20,79.0,29.102296283256685,48910.0,6.38,2.8,2007,9,Q3,1Fam,0
154034.917445551,765,2,2.0,85,1.0,765.0,4,5000,4,0,200.0,188.0,577.0,765,1926.0,135,0,0.0,7,Reg,0,30,50.0,25.221608273812684,49020.0,5.07,4.3,2010,4,Q2,1Fam,1
260000.0,1524,0,2.5,31,2.0,1332.0,7,23595,4,192,586.0,1258.0,74.0,1332,1979.0,268,0,0.0,6,Reg,0,40,68.0,25.221608273812684,49020.0,5.07,4.3,2010,4,Q2,1Fam,0
185998.255166219,1484,3,2.0,97,1.0,771.0,4,10320,6,504,264.0,0.0,771.0,866,1910.0,14,211,0.0,1,Reg,84,50,60.0,29.102296283256685,48910.0,6.38,2.8,2007,9,Q3,1Fam,1
181613.035129451,1312,3,1.5,50,2.0,1312.0,7,11355,6,0,495.0,637.0,675.0,1312,1958.0,0,304,125.0,7,IR1,0,20,76.0,27.363846269205577,50140.0,5.88,2.7,2008,4,Q2,1Fam,1
176515.497545231,1264,2,2.0,45,2.0,1068.0,5,15300,7,0,528.0,42.0,1026.0,1264,1965.0,0,0,0.0,5,Reg,0,20,85.0,25.221608273812684,49020.0,4.734999999999999,5.0,2010,6,Q2,1Fam,1
201691.208274848,2422,4,3.0,53,2.0,1288.0,6,12671,6,0,527.0,353.0,935.0,2422,1954.0,0,63,300.0,7,IR1,144,20,102.0,29.102296283256685,48910.0,6.710000000000001,3.0,2007,7,Q3,1Fam,1
176487.943174734,1364,3,1.5,49,1.0,1179.0,5,8400,6,0,331.0,623.0,556.0,1364,1957.0,0,60,0.0,5,Reg,0,20,70.0,30.85894600589856,48130.0,6.34,2.7,2006,3,Q1,1Fam,0
177548.140549508,1158,3,1.5,5,0.0,1158.0,6,7500,5,0,0.0,0.0,1158.0,1158,1979.0,0,50,0.0,5,Reg,0,20,63.0,26.11993393300743,50720.0,5.18,5.6,2009,8,Q3,1Fam,0
149900.0,985,3,2.0,31,1.0,985.0,5,8385,6,0,328.0,595.0,390.0,985,1977.0,210,0,220.0,8,Reg,0,80,65.0,27.363846269205577,50140.0,6.09,3.1,2008,11,Q4,1Fam,0
207500.0,1728,3,2.5,5,2.0,864.0,6,8791,7,864,673.0,503.0,361.0,864,2003.0,216,56,0.0,5,IR1,0,60,64.0,27.363846269205577,50140.0,6.05,3.0,2008,5,Q2,1Fam,0
128500.0,988,3,2.0,46,2.0,988.0,5,9945,5,0,572.0,827.0,161.0,988,1963.0,0,0,57.0,5,IR1,0,20,68.0,29.102296283256685,48910.0,6.385,2.6,2007,10,Q4,1Fam,0
189000.0,1845,3,2.5,18,2.0,1055.0,6,11218,8,790,462.0,0.0,1055.0,1055,1992.0,635,104,0.0,5,Reg,0,60,70.0,25.221608273812684,49020.0,4.885,4.3,2010,5,Q2,1Fam,0
128000.0,1647,4,2.5,95,1.0,806.0,6,6858,6,806,216.0,0.0,806.0,841,1920.0,0,66,0.0,4,Reg,0,70,66.0,25.221608273812684,49020.0,4.885,4.3,2010,5,Q2,1Fam,1
180116.752553161,1944,3,2.0,94,1.0,672.0,7,9928,8,672,216.0,0.0,672.0,1272,1915.0,24,28,0.0,8,Reg,0,70,68.0,26.11993393300743,50720.0,5.4,6.0,2009,6,Q2,1Fam,1
268000.0,2295,4,3.5,14,2.0,1095.0,7,13346,9,1129,590.0,728.0,367.0,1166,1992.0,0,40,0.0,5,IR1,0,60,68.0,30.85894600589856,48130.0,6.765000000000001,2.8,2006,7,Q3,1Fam,1
